event,time,distinct_id,$browser,$browser_version,$city,$current_url,$device_id,$initial_referrer,$initial_referring_domain,$insert_id,$lib_version,$mp_api_endpoint,$mp_api_timestamp_ms,$os,$region,$screen_height,$screen_width,env,guest,legalGuardianUuid,mp_country_code,mp_lib,mp_processing_time_ms,mp_sent_by_lib_version,student,user,grades,pluginCode,$user_id,campus_code,institution_code,name,school_id,$referrer,$referring_domain,$search_engine,$device,fbclid,$anon_id,$identified_id,$distinct_id_before_identity,$is_reshuffled,$failure_description,$failure_reason,audiovisual_label_id,date,data_source
favorite_school_from_listFavorites,2025-07-04 15:53:03,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/favorites,197d7a3b4be586-0cd72f57baaa308-26011151-3c0500-197d7a3b4be586,$direct,$direct,libu6rfkigmrzegr,2.55.1,api-js.mixpanel.com,1751669583717,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751669583778,2.55.1,no-student-selected,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,254223000420,254223000519,,c2610c56-acab-4079-9460-19d88b5b63ee,,,,,,,,,,,,,2025-07-04,mixpanel
favorite_school_from_listFavorites,2025-07-04 15:53:03,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/favorites,197d7a3b4be586-0cd72f57baaa308-26011151-3c0500-197d7a3b4be586,$direct,$direct,t3yfq772pbmr3mho,2.55.1,api-js.mixpanel.com,1751669583717,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751669583778,2.55.1,no-student-selected,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,205172000836,205172001484,,3aca7202-fa6b-44bd-a2e4-059e840cffa7,,,,,,,,,,,,,2025-07-04,mixpanel
favorite_school_from_listFavorites,2025-07-04 15:53:03,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/favorites,197d7a3b4be586-0cd72f57baaa308-26011151-3c0500-197d7a3b4be586,$direct,$direct,w2rto126otnqaaap,2.55.1,api-js.mixpanel.com,1751669583717,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751669583778,2.55.1,no-student-selected,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,205051001401,205051001401,,2b491f36-7698-4f9f-8437-0d9d003be286,,,,,,,,,,,,,2025-07-04,mixpanel
favorite_school_from_listFavorites,2025-07-04 15:53:03,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/favorites,197d7a3b4be586-0cd72f57baaa308-26011151-3c0500-197d7a3b4be586,$direct,$direct,nwjkalczt9ilq7mj,2.55.1,api-js.mixpanel.com,1751669583717,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751669583778,2.55.1,no-student-selected,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,219022001215,219022000065,,6a06e4f7-90b9-4bcf-95dc-33b3d50ac1eb,,,,,,,,,,,,,2025-07-04,mixpanel
favorite_school_from_listFavorites,2025-07-04 15:53:03,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/favorites,197d7a3b4be586-0cd72f57baaa308-26011151-3c0500-197d7a3b4be586,$direct,$direct,bhmfqa7tqpkou9ek,2.55.1,api-js.mixpanel.com,1751669583717,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751669583779,2.55.1,no-student-selected,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,341020000734,341020000734,,72de9ee7-1655-4891-bd7e-96f89fecedb6,,,,,,,,,,,,,2025-07-04,mixpanel
favorite_school_from_listFavorites,2025-07-04 15:53:03,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/favorites,197d7a3b4be586-0cd72f57baaa308-26011151-3c0500-197d7a3b4be586,$direct,$direct,l3jwmooa487rm6ej,2.55.1,api-js.mixpanel.com,1751669583717,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751669583779,2.55.1,no-student-selected,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,250689000084,250689000645,,8e64238a-cdba-478d-8581-321cd2c04ab8,,,,,,,,,,,,,2025-07-04,mixpanel
favorite_school_from_listFavorites,2025-07-04 15:53:03,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/favorites,197d7a3b4be586-0cd72f57baaa308-26011151-3c0500-197d7a3b4be586,$direct,$direct,fa54q3pdtdvuulmm,2.55.1,api-js.mixpanel.com,1751669583717,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751669583778,2.55.1,no-student-selected,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,413244001125,213244000359,,bad7911d-277a-486c-9650-54558d49c691,,,,,,,,,,,,,2025-07-04,mixpanel
remove_favorite_school_from_listFavorites,2025-07-04 15:53:03,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/favorites,197d7a3b4be586-0cd72f57baaa308-26011151-3c0500-197d7a3b4be586,$direct,$direct,7ckhbv5zs5lp6ysk,2.55.1,api-js.mixpanel.com,1751669583717,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751669583778,2.55.1,no-student-selected,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,311848003102,311848003102,,a9930aff-4d25-4936-9295-ff4426ba0e8c,,,,,,,,,,,,,2025-07-04,mixpanel
remove_favorite_school_from_listFavorites,2025-07-04 15:53:03,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/favorites,197d7a3b4be586-0cd72f57baaa308-26011151-3c0500-197d7a3b4be586,$direct,$direct,hbwb8i0lyul7rsos,2.55.1,api-js.mixpanel.com,1751669583717,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751669583778,2.55.1,no-student-selected,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,311848003102,311848003102,,a9930aff-4d25-4936-9295-ff4426ba0e8c,,,,,,,,,,,,,2025-07-04,mixpanel
remove_favorite_school_from_listFavorites,2025-07-04 15:53:03,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/favorites,197d7a3b4be586-0cd72f57baaa308-26011151-3c0500-197d7a3b4be586,$direct,$direct,kjdxq0rzmouzv10j,2.55.1,api-js.mixpanel.com,1751669583717,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751669583779,2.55.1,no-student-selected,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,311848003102,311848003102,,a9930aff-4d25-4936-9295-ff4426ba0e8c,,,,,,,,,,,,,2025-07-04,mixpanel
favorite_school_from_listFavorites,2025-07-04 15:53:03,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/favorites,197d7a3b4be586-0cd72f57baaa308-26011151-3c0500-197d7a3b4be586,$direct,$direct,cbhcezqygihc1kmx,2.55.1,api-js.mixpanel.com,1751669583717,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751669583779,2.55.1,no-student-selected,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,247318000251,147318000027,,fc07e535-67eb-444d-a5f7-318ec77bbb19,,,,,,,,,,,,,2025-07-04,mixpanel
favorite_school_from_listFavorites,2025-07-04 15:53:03,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/favorites,197d7a3b4be586-0cd72f57baaa308-26011151-3c0500-197d7a3b4be586,$direct,$direct,i5s9d8n4xdovz5sh,2.55.1,api-js.mixpanel.com,1751669583717,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751669583778,2.55.1,no-student-selected,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,225758000119,225758000038,,76f5f90f-6c44-4d46-9797-c70d973c646e,,,,,,,,,,,,,2025-07-04,mixpanel
favorite_school_from_listFavorites,2025-07-04 15:53:03,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/favorites,197d7a3b4be586-0cd72f57baaa308-26011151-3c0500-197d7a3b4be586,$direct,$direct,4o1k5zosgf96411o,2.55.1,api-js.mixpanel.com,1751669583717,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751669583779,2.55.1,no-student-selected,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,219824000541,219824000265,,48835509-81bf-4ece-940c-46de61b28433,,,,,,,,,,,,,2025-07-04,mixpanel
favorite_school_from_listFavorites,2025-07-04 15:53:03,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/favorites,197d7a3b4be586-0cd72f57baaa308-26011151-3c0500-197d7a3b4be586,$direct,$direct,xzlw7ws2l113c0b8,2.55.1,api-js.mixpanel.com,1751669583717,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751669583779,2.55.1,no-student-selected,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,111001026069,111001026069,,10ca03e7-3043-4e8b-ad2b-a584fbfdd277,,,,,,,,,,,,,2025-07-04,mixpanel
favorite_school_from_listFavorites,2025-07-04 15:53:03,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/favorites,197d7a3b4be586-0cd72f57baaa308-26011151-3c0500-197d7a3b4be586,$direct,$direct,v2y8dqg0nvn4bpxc,2.55.1,api-js.mixpanel.com,1751669583717,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751669583779,2.55.1,no-student-selected,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,276892000196,276892000161,,828a3ac1-8c97-47c6-86d9-22c2678e7e4b,,,,,,,,,,,,,2025-07-04,mixpanel
favorite_school_from_listFavorites,2025-07-04 15:53:03,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/favorites,197d7a3b4be586-0cd72f57baaa308-26011151-3c0500-197d7a3b4be586,$direct,$direct,t4rucsod59a15xuz,2.55.1,api-js.mixpanel.com,1751669583717,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751669583779,2.55.1,no-student-selected,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,244847800262,244847004025,,0d3a89ae-532d-41af-aa8a-ff698784192f,,,,,,,,,,,,,2025-07-04,mixpanel
favorite_school_from_listFavorites,2025-07-04 15:53:03,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/favorites,197d7a3b4be586-0cd72f57baaa308-26011151-3c0500-197d7a3b4be586,$direct,$direct,9oyytj8ty3vnlm5h,2.55.1,api-js.mixpanel.com,1751669583717,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751669583779,2.55.1,no-student-selected,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,213780000264,213780000264,,71ebbd10-e603-4764-8938-f9f154fa9271,,,,,,,,,,,,,2025-07-04,mixpanel
favorite_school_from_listFavorites,2025-07-04 15:53:03,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/favorites,197d7a3b4be586-0cd72f57baaa308-26011151-3c0500-197d7a3b4be586,$direct,$direct,pric7l3xqgmq1ao5,2.55.1,api-js.mixpanel.com,1751669583717,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751669583778,2.55.1,no-student-selected,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,244847800268,244847004025,,691336fa-9a14-44d8-a8d6-3ae3db71c0c1,,,,,,,,,,,,,2025-07-04,mixpanel
favorite_school_from_listFavorites,2025-07-04 15:53:03,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/favorites,197d7a3b4be586-0cd72f57baaa308-26011151-3c0500-197d7a3b4be586,$direct,$direct,v5eon0thqyampfgg,2.55.1,api-js.mixpanel.com,1751669583717,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751669583778,2.55.1,no-student-selected,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,217433000438,217433000802,,66577919-6b56-4aa7-8dbf-343f3af99a6f,,,,,,,,,,,,,2025-07-04,mixpanel
favorite_school_from_listFavorites,2025-07-04 15:53:03,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/favorites,197d7a3b4be586-0cd72f57baaa308-26011151-3c0500-197d7a3b4be586,$direct,$direct,d3h0m54cvbcyjv11,2.55.1,api-js.mixpanel.com,1751669583718,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751669583778,2.55.1,no-student-selected,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,325799000284,325799000284,,8cda40bf-7c34-47a2-bd9f-ffd89c99799f,,,,,,,,,,,,,2025-07-04,mixpanel
favorite_school_from_listFavorites,2025-07-04 15:56:09,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/favorites,197d7a3b4be586-0cd72f57baaa308-26011151-3c0500-197d7a3b4be586,$direct,$direct,3ai0k07dqu0z4q7t,2.55.1,api-js.mixpanel.com,1751669769354,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751669769514,2.55.1,no-student-selected,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,213780000264,213780000264,,71ebbd10-e603-4764-8938-f9f154fa9271,,,,,,,,,,,,,2025-07-04,mixpanel
favorite_school_from_listFavorites,2025-07-04 15:56:09,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/favorites,197d7a3b4be586-0cd72f57baaa308-26011151-3c0500-197d7a3b4be586,$direct,$direct,5s2d40plfnn7u3ku,2.55.1,api-js.mixpanel.com,1751669769354,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751669769513,2.55.1,no-student-selected,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,244847800262,244847004025,,0d3a89ae-532d-41af-aa8a-ff698784192f,,,,,,,,,,,,,2025-07-04,mixpanel
favorite_school_from_listFavorites,2025-07-04 15:56:09,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/favorites,197d7a3b4be586-0cd72f57baaa308-26011151-3c0500-197d7a3b4be586,$direct,$direct,adn0wc9xq4ez2db9,2.55.1,api-js.mixpanel.com,1751669769354,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751669769513,2.55.1,no-student-selected,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,111001026069,111001026069,,10ca03e7-3043-4e8b-ad2b-a584fbfdd277,,,,,,,,,,,,,2025-07-04,mixpanel
favorite_school_from_listFavorites,2025-07-04 15:56:09,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/favorites,197d7a3b4be586-0cd72f57baaa308-26011151-3c0500-197d7a3b4be586,$direct,$direct,du56ic6wgtmqfjep,2.55.1,api-js.mixpanel.com,1751669769354,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751669769513,2.55.1,no-student-selected,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,217433000438,217433000802,,66577919-6b56-4aa7-8dbf-343f3af99a6f,,,,,,,,,,,,,2025-07-04,mixpanel
favorite_school_from_listFavorites,2025-07-04 15:56:09,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/favorites,197d7a3b4be586-0cd72f57baaa308-26011151-3c0500-197d7a3b4be586,$direct,$direct,fr8k5k8hlpvnrzhh,2.55.1,api-js.mixpanel.com,1751669769354,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751669769512,2.55.1,no-student-selected,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,225758000119,225758000038,,76f5f90f-6c44-4d46-9797-c70d973c646e,,,,,,,,,,,,,2025-07-04,mixpanel
favorite_school_from_listFavorites,2025-07-04 15:56:09,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/favorites,197d7a3b4be586-0cd72f57baaa308-26011151-3c0500-197d7a3b4be586,$direct,$direct,godj8el6ijuxnt7p,2.55.1,api-js.mixpanel.com,1751669769354,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751669769514,2.55.1,no-student-selected,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,276892000196,276892000161,,828a3ac1-8c97-47c6-86d9-22c2678e7e4b,,,,,,,,,,,,,2025-07-04,mixpanel
favorite_school_from_listFavorites,2025-07-04 15:56:09,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/favorites,197d7a3b4be586-0cd72f57baaa308-26011151-3c0500-197d7a3b4be586,$direct,$direct,mxb5rpfrqivj6mva,2.55.1,api-js.mixpanel.com,1751669769354,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751669769514,2.55.1,no-student-selected,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,219824000541,219824000265,,48835509-81bf-4ece-940c-46de61b28433,,,,,,,,,,,,,2025-07-04,mixpanel
favorite_school_from_listFavorites,2025-07-04 15:56:09,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/favorites,197d7a3b4be586-0cd72f57baaa308-26011151-3c0500-197d7a3b4be586,$direct,$direct,otxeu0cso6tqwthm,2.55.1,api-js.mixpanel.com,1751669769354,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751669769513,2.55.1,no-student-selected,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,244847800268,244847004025,,691336fa-9a14-44d8-a8d6-3ae3db71c0c1,,,,,,,,,,,,,2025-07-04,mixpanel
